x,y,z
-0.00164431,,0.008474576
0,,-0.00280112
0,,0
0.010488904,,0
0.005147122,,0
0.001792268,,0
0.004685636,,0
0.008310014,,0.002808989
0,,0.008403361
0,,-0.005555556
0.005634513,,0
-0.002759659,,-0.002793296
-0.001090147,,0.00280112
0.000503694,,0
0,,0
0,,0
0,,-0.002793296
0,,0
-0.000335627,,0
0.005287897,,0.007002801
0.008265843,,0
0.008280888,,0.004172462
0,,0.005540166
0,,0
0.005502628,,-0.002754821
0.006779384,,0.012430939
0.001379198,,0.009549795
0.000162035,,0
0.005103281,,0.018918919
0,,0.00795756
0,,0.010526316
0.005963894,,0.033854167
0.005047268,,0
-0.001195695,,-0.005037783
-0.003671189,,0
0.001762256,,0
0,,-0.012658228
0,,-0.012820513
0.005677275,,0
-0.000874612,,0
0.001273277,,0.005194805
-0.012398665,,0
-0.003701915,,0.002583979
0,,-0.010309278
0,,-0.002604167
0.001857835,,0.01305483
-0.003305652,,-0.005154639
-0.002993043,,-0.002590674
-0.00673428,,0
-0.005391276,,0
0,,0
0,,0
-0.007309461,,0
-0.006949615,,0
-0.000583188,,0
0.006418806,,0
0.003313178,,0
0,,0
0,,0
0,,0
-0.007017254,,0
-0.005237779,,0
-0.003008776,,0
-0.001173611,,0
0,,0.020779221
0,,0
-0.000839278,,0
0,,0
0.003275934,,0
-0.002846618,,0
